Compound,Date,Source account,Tweets Ago,neg,neu,pos
0.0,Sat Jun 23 13:15:08 +0000 2018,CNN,60,0.0,1.0,0.0
-0.34,Sat Jun 23 13:00:17 +0000 2018,CNN,61,0.112,0.888,0.0
0.0,Sat Jun 23 12:30:10 +0000 2018,CNN,62,0.0,1.0,0.0
-0.3071,Sat Jun 23 12:15:04 +0000 2018,CNN,63,0.101,0.899,0.0
-0.5574,Sat Jun 23 12:00:16 +0000 2018,CNN,64,0.175,0.825,0.0
0.0,Sat Jun 23 11:31:00 +0000 2018,CNN,65,0.0,1.0,0.0
0.0,Sat Jun 23 11:30:14 +0000 2018,CNN,66,0.0,1.0,0.0
0.0,Sat Jun 23 11:15:04 +0000 2018,CNN,67,0.0,1.0,0.0
-0.4019,Sat Jun 23 11:01:05 +0000 2018,CNN,68,0.13,0.87,0.0
0.4588,Sat Jun 23 10:45:03 +0000 2018,CNN,69,0.0,0.857,0.143
0.0,Sat Jun 23 10:31:00 +0000 2018,CNN,70,0.0,1.0,0.0
-0.5574,Sat Jun 23 10:30:09 +0000 2018,CNN,71,0.146,0.854,0.0
0.0,Sat Jun 23 10:15:05 +0000 2018,CNN,72,0.0,1.0,0.0
0.0,Sat Jun 23 10:01:08 +0000 2018,CNN,73,0.0,1.0,0.0
0.0,Sat Jun 23 09:45:05 +0000 2018,CNN,74,0.0,1.0,0.0
0.3612,Sat Jun 23 09:31:00 +0000 2018,CNN,75,0.0,0.889,0.111
0.4019,Sat Jun 23 09:15:04 +0000 2018,CNN,76,0.0,0.816,0.184
0.0,Sat Jun 23 09:01:07 +0000 2018,CNN,77,0.0,1.0,0.0
0.7184,Sat Jun 23 08:45:06 +0000 2018,CNN,78,0.0,0.731,0.269
0.0,Sat Jun 23 08:31:00 +0000 2018,CNN,79,0.0,1.0,0.0
0.4019,Sat Jun 23 08:15:07 +0000 2018,CNN,80,0.0,0.847,0.153
0.0,Sat Jun 23 08:01:08 +0000 2018,CNN,81,0.0,1.0,0.0
0.0,Sat Jun 23 07:45:04 +0000 2018,CNN,82,0.0,1.0,0.0
0.0,Sat Jun 23 07:31:00 +0000 2018,CNN,83,0.0,1.0,0.0
-0.34,Sat Jun 23 07:15:05 +0000 2018,CNN,84,0.112,0.888,0.0
0.0,Sat Jun 23 07:01:03 +0000 2018,CNN,85,0.0,1.0,0.0
0.0,Sat Jun 23 06:45:04 +0000 2018,CNN,86,0.0,1.0,0.0
0.0,Sat Jun 23 06:31:00 +0000 2018,CNN,87,0.0,1.0,0.0
0.0,Sat Jun 23 06:15:05 +0000 2018,CNN,88,0.0,1.0,0.0
-0.3071,Sat Jun 23 06:01:05 +0000 2018,CNN,89,0.101,0.899,0.0
-0.3071,Sat Jun 23 05:45:05 +0000 2018,CNN,90,0.101,0.899,0.0
0.4215,Sat Jun 23 05:31:00 +0000 2018,CNN,91,0.0,0.798,0.202
-0.5574,Sat Jun 23 05:15:04 +0000 2018,CNN,92,0.175,0.825,0.0
0.7845,Sat Jun 23 05:01:05 +0000 2018,CNN,93,0.0,0.669,0.331
0.128,Sat Jun 23 04:45:04 +0000 2018,CNN,94,0.0,0.87,0.13
0.0,Sat Jun 23 04:31:00 +0000 2018,CNN,95,0.0,1.0,0.0
0.0,Sat Jun 23 04:30:11 +0000 2018,CNN,96,0.0,1.0,0.0
0.0,Sat Jun 23 04:15:07 +0000 2018,CNN,97,0.0,1.0,0.0
0.0,Sat Jun 23 04:01:02 +0000 2018,CNN,98,0.0,1.0,0.0
0.4588,Sat Jun 23 03:45:03 +0000 2018,CNN,99,0.0,0.857,0.143
-0.5574,Sat Jun 23 03:30:06 +0000 2018,CNN,100,0.146,0.854,0.0
-0.2057,Sat Jun 23 01:41:57 +0000 2018,Fox,1,0.206,0.794,0.0
0.6369,Fri Jun 22 07:33:55 +0000 2018,Fox,2,0.0,0.792,0.208
0.3291,Thu Jun 21 21:45:19 +0000 2018,Fox,3,0.112,0.681,0.206
-0.3182,Thu Jun 21 20:48:23 +0000 2018,Fox,4,0.247,0.753,0.0
0.4404,Thu Jun 21 05:10:46 +0000 2018,Fox,5,0.0,0.58,0.42
0.0,Thu Jun 21 04:09:56 +0000 2018,Fox,6,0.0,1.0,0.0
0.8316,Thu Jun 21 02:38:53 +0000 2018,Fox,7,0.0,0.614,0.386
0.1531,Thu Jun 21 02:21:50 +0000 2018,Fox,8,0.099,0.733,0.168
0.0,Thu Jun 21 02:04:20 +0000 2018,Fox,9,0.0,1.0,0.0
0.7901,Thu Jun 21 01:57:20 +0000 2018,Fox,10,0.0,0.731,0.269
0.4738,Thu Jun 21 01:56:49 +0000 2018,Fox,11,0.0,0.619,0.381
0.4389,Thu Jun 21 01:50:18 +0000 2018,Fox,12,0.1,0.723,0.176
0.8356,Thu Jun 21 01:43:38 +0000 2018,Fox,13,0.08,0.507,0.413
0.0,Wed Jun 20 23:51:19 +0000 2018,Fox,14,0.0,1.0,0.0
-0.6642,Wed Jun 20 23:50:47 +0000 2018,Fox,15,0.306,0.609,0.085
0.8639,Wed Jun 20 23:48:30 +0000 2018,Fox,16,0.0,0.641,0.359
0.7351,Wed Jun 20 22:53:06 +0000 2018,Fox,17,0.0,0.788,0.212
0.6369,Wed Jun 20 06:12:51 +0000 2018,Fox,18,0.0,0.809,0.191
0.0,Wed Jun 20 05:35:28 +0000 2018,Fox,19,0.0,1.0,0.0
0.5574,Wed Jun 20 05:13:19 +0000 2018,Fox,20,0.0,0.827,0.173
0.0516,Wed Jun 20 05:12:18 +0000 2018,Fox,21,0.068,0.855,0.077
0.1007,Wed Jun 20 04:25:25 +0000 2018,Fox,22,0.212,0.548,0.239
0.5574,Wed Jun 20 04:19:58 +0000 2018,Fox,23,0.0,0.765,0.235
0.5707,Wed Jun 20 04:06:47 +0000 2018,Fox,24,0.0,0.836,0.164
0.5255,Wed Jun 20 02:57:03 +0000 2018,Fox,25,0.072,0.667,0.261
0.0,Wed Jun 20 02:08:06 +0000 2018,Fox,26,0.0,1.0,0.0
0.0,Wed Jun 20 02:07:48 +0000 2018,Fox,27,0.0,1.0,0.0
0.802,Wed Jun 20 01:41:40 +0000 2018,Fox,28,0.0,0.294,0.706
0.7801,Wed Jun 20 01:32:26 +0000 2018,Fox,29,0.209,0.391,0.4
0.0,Tue Jun 19 22:46:32 +0000 2018,Fox,30,0.0,1.0,0.0
0.68,Tue Jun 19 21:29:56 +0000 2018,Fox,31,0.0,0.349,0.651
0.4019,Tue Jun 19 21:29:40 +0000 2018,Fox,32,0.0,0.876,0.124
0.0,Tue Jun 19 21:18:35 +0000 2018,Fox,33,0.0,1.0,0.0
0.2566,Tue Jun 19 21:12:06 +0000 2018,Fox,34,0.123,0.689,0.188
0.937,Tue Jun 19 21:06:05 +0000 2018,Fox,35,0.0,0.455,0.545
0.0,Tue Jun 19 03:44:44 +0000 2018,Fox,36,0.0,1.0,0.0
0.5719,Mon Jun 18 03:10:58 +0000 2018,Fox,37,0.0,0.619,0.381
-0.1531,Mon Jun 18 01:52:30 +0000 2018,Fox,38,0.464,0.536,0.0
0.0,Mon Jun 18 01:51:58 +0000 2018,Fox,39,0.0,1.0,0.0
0.68,Mon Jun 18 01:28:18 +0000 2018,Fox,40,0.0,0.472,0.528
0.4926,Mon Jun 18 01:28:00 +0000 2018,Fox,41,0.0,0.61,0.39
0.5719,Mon Jun 18 01:27:40 +0000 2018,Fox,42,0.0,0.515,0.485
0.0,Mon Jun 18 01:27:22 +0000 2018,Fox,43,0.0,1.0,0.0
0.8166,Sun Jun 17 23:42:21 +0000 2018,Fox,44,0.105,0.527,0.368
-0.4588,Sun Jun 17 20:43:31 +0000 2018,Fox,45,0.231,0.654,0.115
0.0,Thu Jun 14 16:52:18 +0000 2018,Fox,46,0.0,1.0,0.0
0.5794,Thu Jun 14 16:51:07 +0000 2018,Fox,47,0.052,0.691,0.257
0.5994,Thu Jun 14 08:53:55 +0000 2018,Fox,48,0.053,0.731,0.216
0.0,Thu Jun 14 08:52:45 +0000 2018,Fox,49,0.0,1.0,0.0
0.0,Wed Jun 13 16:55:29 +0000 2018,Fox,50,0.0,1.0,0.0
0.5766,Wed Jun 13 16:43:55 +0000 2018,Fox,51,0.0,0.865,0.135
0.7763,Wed Jun 13 16:41:03 +0000 2018,Fox,52,0.0,0.639,0.361
-0.2481,Wed Jun 13 16:21:01 +0000 2018,Fox,53,0.071,0.929,0.0
0.0,Tue Jun 12 14:10:45 +0000 2018,Fox,54,0.0,1.0,0.0
0.7346,Tue Jun 12 12:23:23 +0000 2018,Fox,55,0.0,0.801,0.199
0.6808,Tue Jun 12 09:41:33 +0000 2018,Fox,56,0.0,0.417,0.583
-0.8585,Mon Jun 11 18:26:16 +0000 2018,Fox,57,0.345,0.655,0.0
0.6369,Mon Jun 11 14:05:15 +0000 2018,Fox,58,0.0,0.755,0.245
0.6369,Mon Jun 11 08:49:11 +0000 2018,Fox,59,0.0,0.658,0.342
-0.296,Mon Jun 11 08:31:47 +0000 2018,Fox,60,0.115,0.885,0.0
0.0,Mon Jun 11 08:06:02 +0000 2018,Fox,61,0.0,1.0,0.0
0.4939,Sat Jun 09 11:32:40 +0000 2018,Fox,62,0.107,0.656,0.238
0.4767,Sat Jun 09 10:36:55 +0000 2018,Fox,63,0.0,0.773,0.227
-0.0258,Sat Jun 09 10:09:44 +0000 2018,Fox,64,0.143,0.757,0.1
0.4404,Fri Jun 08 19:36:53 +0000 2018,Fox,65,0.162,0.513,0.325
-0.188,Fri Jun 08 19:35:39 +0000 2018,Fox,66,0.137,0.758,0.105
-0.4939,Fri Jun 08 19:29:48 +0000 2018,Fox,67,0.154,0.846,0.0
0.2732,Fri Jun 08 18:28:26 +0000 2018,Fox,68,0.07,0.804,0.126
0.0,Fri Jun 08 18:23:36 +0000 2018,Fox,69,0.0,1.0,0.0
0.0,Fri Jun 08 16:54:52 +0000 2018,Fox,70,0.0,1.0,0.0
-0.3818,Fri Jun 08 13:11:00 +0000 2018,Fox,71,0.289,0.476,0.235
0.128,Fri Jun 08 13:00:15 +0000 2018,Fox,72,0.096,0.756,0.148
0.4196,Fri Jun 08 12:43:15 +0000 2018,Fox,73,0.103,0.642,0.255
0.6908,Fri Jun 08 12:14:07 +0000 2018,Fox,74,0.0,0.711,0.289
-0.4215,Fri Jun 08 12:07:07 +0000 2018,Fox,75,0.136,0.783,0.081
-0.6124,Fri Jun 08 11:43:32 +0000 2018,Fox,76,0.208,0.792,0.0
0.8519,Fri Jun 08 10:43:28 +0000 2018,Fox,77,0.101,0.505,0.394
0.7964,Fri Jun 08 10:23:54 +0000 2018,Fox,78,0.0,0.664,0.336
0.7845,Fri Jun 08 10:14:06 +0000 2018,Fox,79,0.07,0.576,0.354
0.6588,Fri Jun 08 09:09:38 +0000 2018,Fox,80,0.0,0.774,0.226
0.0,Fri Jun 08 08:57:01 +0000 2018,Fox,81,0.0,1.0,0.0
0.5423,Fri Jun 08 08:48:59 +0000 2018,Fox,82,0.0,0.836,0.164
0.2235,Fri Jun 08 07:55:05 +0000 2018,Fox,83,0.0,0.841,0.159
0.0,Fri Jun 08 07:53:21 +0000 2018,Fox,84,0.0,1.0,0.0
0.5106,Fri Jun 08 07:49:23 +0000 2018,Fox,85,0.0,0.777,0.223
0.0,Fri Jun 08 07:45:35 +0000 2018,Fox,86,0.0,1.0,0.0
0.2263,Fri Jun 08 07:42:56 +0000 2018,Fox,87,0.0,0.905,0.095
0.7351,Fri Jun 08 07:40:05 +0000 2018,Fox,88,0.105,0.547,0.348
0.34,Thu Jun 07 20:51:50 +0000 2018,Fox,89,0.0,0.906,0.094
0.0,Thu Jun 07 16:00:57 +0000 2018,Fox,90,0.0,1.0,0.0
0.0,Thu Jun 07 15:28:08 +0000 2018,Fox,91,0.0,1.0,0.0
0.0,Thu Jun 07 15:22:34 +0000 2018,Fox,92,0.0,1.0,0.0
0.0,Thu Jun 07 15:17:56 +0000 2018,Fox,93,0.0,1.0,0.0
0.4019,Thu Jun 07 10:10:04 +0000 2018,Fox,94,0.0,0.863,0.137
0.7845,Thu Jun 07 10:05:42 +0000 2018,Fox,95,0.0,0.699,0.301
0.0,Thu Jun 07 09:23:57 +0000 2018,Fox,96,0.0,1.0,0.0
-0.4003,Thu Jun 07 09:15:51 +0000 2018,Fox,97,0.2,0.706,0.094
0.6996,Thu Jun 07 08:22:31 +0000 2018,Fox,98,0.0,0.509,0.491
-0.296,Wed Jun 06 18:46:56 +0000 2018,Fox,99,0.167,0.833,0.0
0.0,Wed Jun 06 17:45:10 +0000 2018,Fox,100,0.0,1.0,0.0
0.3182,Sun Jun 24 04:01:47 +0000 2018,New York Times,1,0.0,0.897,0.103
-0.1531,Sun Jun 24 03:44:01 +0000 2018,New York Times,2,0.195,0.678,0.127
-0.296,Sun Jun 24 03:27:19 +0000 2018,New York Times,3,0.104,0.896,0.0
-0.4404,Sun Jun 24 03:08:10 +0000 2018,New York Times,4,0.182,0.818,0.0
0.6369,Sun Jun 24 03:05:46 +0000 2018,New York Times,5,0.0,0.769,0.231
-0.128,Sun Jun 24 02:49:19 +0000 2018,New York Times,6,0.092,0.837,0.072
-0.6429,Sun Jun 24 02:33:03 +0000 2018,New York Times,7,0.236,0.764,0.0
0.0,Sun Jun 24 02:14:10 +0000 2018,New York Times,8,0.0,1.0,0.0
0.0,Sun Jun 24 02:05:04 +0000 2018,New York Times,9,0.0,1.0,0.0
0.4019,Sun Jun 24 01:47:23 +0000 2018,New York Times,10,0.0,0.876,0.124
-0.3612,Sun Jun 24 01:28:31 +0000 2018,New York Times,11,0.111,0.889,0.0
0.0772,Sun Jun 24 01:09:39 +0000 2018,New York Times,12,0.221,0.534,0.244
0.0,Sun Jun 24 01:02:43 +0000 2018,New York Times,13,0.0,1.0,0.0
0.25,Sun Jun 24 00:43:32 +0000 2018,New York Times,14,0.117,0.721,0.162
-0.3252,Sun Jun 24 00:27:37 +0000 2018,New York Times,15,0.206,0.794,0.0
0.0,Sun Jun 24 00:11:05 +0000 2018,New York Times,16,0.0,1.0,0.0
-0.128,Sun Jun 24 00:10:54 +0000 2018,New York Times,17,0.229,0.573,0.197
0.0,Sat Jun 23 23:55:06 +0000 2018,New York Times,18,0.0,1.0,0.0
-0.5719,Sat Jun 23 23:54:09 +0000 2018,New York Times,19,0.236,0.764,0.0
0.0,Sat Jun 23 23:44:04 +0000 2018,New York Times,20,0.0,1.0,0.0
0.2263,Sat Jun 23 23:28:58 +0000 2018,New York Times,21,0.0,0.905,0.095
0.0,Sat Jun 23 23:11:15 +0000 2018,New York Times,22,0.0,1.0,0.0
0.0,Sat Jun 23 22:59:37 +0000 2018,New York Times,23,0.0,1.0,0.0
0.0,Sat Jun 23 22:46:42 +0000 2018,New York Times,24,0.0,1.0,0.0
-0.6486,Sat Jun 23 22:30:34 +0000 2018,New York Times,25,0.264,0.736,0.0
-0.2263,Sat Jun 23 22:23:28 +0000 2018,New York Times,26,0.16,0.84,0.0
0.0,Sat Jun 23 22:15:03 +0000 2018,New York Times,27,0.0,1.0,0.0
0.3612,Sat Jun 23 22:01:02 +0000 2018,New York Times,28,0.0,0.815,0.185
0.6249,Sat Jun 23 22:00:05 +0000 2018,New York Times,29,0.0,0.745,0.255
0.0,Sat Jun 23 21:58:45 +0000 2018,New York Times,30,0.193,0.614,0.193
-0.7193,Sat Jun 23 21:45:07 +0000 2018,New York Times,31,0.231,0.769,0.0
-0.0516,Sat Jun 23 21:30:12 +0000 2018,New York Times,32,0.062,0.938,0.0
0.1779,Sat Jun 23 21:15:06 +0000 2018,New York Times,33,0.0,0.922,0.078
0.4404,Sat Jun 23 21:00:11 +0000 2018,New York Times,34,0.0,0.868,0.132
-0.7506,Sat Jun 23 20:50:01 +0000 2018,New York Times,35,0.382,0.504,0.113
0.4404,Sat Jun 23 20:35:05 +0000 2018,New York Times,36,0.0,0.854,0.146
0.0,Sat Jun 23 20:25:05 +0000 2018,New York Times,37,0.0,1.0,0.0
0.4404,Sat Jun 23 20:15:05 +0000 2018,New York Times,38,0.0,0.791,0.209
0.4215,Sat Jun 23 20:08:40 +0000 2018,New York Times,39,0.0,0.865,0.135
0.0,Sat Jun 23 20:00:16 +0000 2018,New York Times,40,0.0,1.0,0.0
-0.5994,Sat Jun 23 19:45:08 +0000 2018,New York Times,41,0.17,0.83,0.0
0.7506,Sat Jun 23 19:30:06 +0000 2018,New York Times,42,0.0,0.714,0.286
0.7096,Sat Jun 23 19:20:04 +0000 2018,New York Times,43,0.0,0.763,0.237
0.0,Sat Jun 23 19:10:06 +0000 2018,New York Times,44,0.0,1.0,0.0
0.3818,Sat Jun 23 19:00:06 +0000 2018,New York Times,45,0.0,0.88,0.12
0.5719,Sat Jun 23 18:45:02 +0000 2018,New York Times,46,0.0,0.791,0.209
-0.765,Sat Jun 23 18:30:03 +0000 2018,New York Times,47,0.306,0.694,0.0
0.3818,Sat Jun 23 18:15:01 +0000 2018,New York Times,48,0.078,0.781,0.141
0.6037,Sat Jun 23 18:06:48 +0000 2018,New York Times,49,0.0,0.842,0.158
-0.0516,Sat Jun 23 17:45:04 +0000 2018,New York Times,50,0.057,0.943,0.0
0.2023,Sat Jun 23 17:30:05 +0000 2018,New York Times,51,0.0,0.833,0.167
0.0,Sat Jun 23 17:23:42 +0000 2018,New York Times,52,0.0,1.0,0.0
-0.3612,Sat Jun 23 17:15:07 +0000 2018,New York Times,53,0.122,0.878,0.0
0.4404,Sat Jun 23 17:00:05 +0000 2018,New York Times,54,0.0,0.884,0.116
0.0,Sat Jun 23 16:45:12 +0000 2018,New York Times,55,0.0,1.0,0.0
-0.7351,Sat Jun 23 16:30:06 +0000 2018,New York Times,56,0.237,0.763,0.0
-0.296,Sat Jun 23 16:15:03 +0000 2018,New York Times,57,0.109,0.891,0.0
0.5106,Sat Jun 23 16:00:11 +0000 2018,New York Times,58,0.0,0.837,0.163
0.0,Sat Jun 23 15:45:08 +0000 2018,New York Times,59,0.0,1.0,0.0
-0.3182,Sat Jun 23 15:30:05 +0000 2018,New York Times,60,0.15,0.85,0.0
0.0,Sat Jun 23 15:15:08 +0000 2018,New York Times,61,0.103,0.794,0.103
0.0,Sat Jun 23 15:00:09 +0000 2018,New York Times,62,0.0,1.0,0.0
-0.2411,Sat Jun 23 14:45:04 +0000 2018,New York Times,63,0.141,0.859,0.0
-0.4404,Sat Jun 23 14:30:03 +0000 2018,New York Times,64,0.132,0.868,0.0
-0.5267,Sat Jun 23 14:15:08 +0000 2018,New York Times,65,0.216,0.784,0.0
0.7003,Sat Jun 23 14:01:48 +0000 2018,New York Times,66,0.092,0.616,0.291
0.0,Sat Jun 23 13:49:15 +0000 2018,New York Times,67,0.0,1.0,0.0
0.4404,Sat Jun 23 13:42:02 +0000 2018,New York Times,68,0.0,0.805,0.195
0.0,Sat Jun 23 13:40:03 +0000 2018,New York Times,69,0.0,1.0,0.0
0.8934,Sat Jun 23 13:31:04 +0000 2018,New York Times,70,0.0,0.529,0.471
0.0,Sat Jun 23 13:16:02 +0000 2018,New York Times,71,0.0,1.0,0.0
0.8176,Sat Jun 23 13:02:05 +0000 2018,New York Times,72,0.0,0.622,0.378
0.836,Sat Jun 23 12:41:07 +0000 2018,New York Times,73,0.0,0.683,0.317
0.0,Sat Jun 23 12:31:05 +0000 2018,New York Times,74,0.0,1.0,0.0
-0.7384,Sat Jun 23 12:21:06 +0000 2018,New York Times,75,0.27,0.666,0.065
-0.204,Sat Jun 23 12:02:05 +0000 2018,New York Times,76,0.108,0.892,0.0
0.0,Sat Jun 23 11:42:05 +0000 2018,New York Times,77,0.0,1.0,0.0
0.0,Sat Jun 23 11:22:03 +0000 2018,New York Times,78,0.0,1.0,0.0
0.2263,Sat Jun 23 11:02:06 +0000 2018,New York Times,79,0.0,0.905,0.095
0.0,Sat Jun 23 10:40:28 +0000 2018,New York Times,80,0.0,1.0,0.0
0.0,Sat Jun 23 10:38:13 +0000 2018,New York Times,81,0.0,1.0,0.0
0.0,Sat Jun 23 10:32:07 +0000 2018,New York Times,82,0.0,1.0,0.0
0.2263,Sat Jun 23 10:00:12 +0000 2018,New York Times,83,0.0,0.913,0.087
0.7506,Sat Jun 23 09:40:07 +0000 2018,New York Times,84,0.0,0.714,0.286
0.0,Sat Jun 23 09:21:26 +0000 2018,New York Times,85,0.0,1.0,0.0
0.0,Sat Jun 23 09:03:02 +0000 2018,New York Times,86,0.0,1.0,0.0
-0.6597,Sat Jun 23 08:48:26 +0000 2018,New York Times,87,0.355,0.645,0.0
0.5859,Sat Jun 23 08:34:02 +0000 2018,New York Times,88,0.0,0.814,0.186
0.4019,Sat Jun 23 08:12:16 +0000 2018,New York Times,89,0.0,0.876,0.124
0.3612,Sat Jun 23 07:55:51 +0000 2018,New York Times,90,0.0,0.828,0.172
0.0,Sat Jun 23 07:37:20 +0000 2018,New York Times,91,0.0,1.0,0.0
0.4404,Sat Jun 23 07:18:57 +0000 2018,New York Times,92,0.0,0.868,0.132
-0.3182,Sat Jun 23 07:02:03 +0000 2018,New York Times,93,0.126,0.807,0.067
0.0,Sat Jun 23 06:38:57 +0000 2018,New York Times,94,0.0,1.0,0.0
0.0,Sat Jun 23 06:20:43 +0000 2018,New York Times,95,0.0,1.0,0.0
-0.5563,Sat Jun 23 06:02:07 +0000 2018,New York Times,96,0.146,0.854,0.0
-0.6705,Sat Jun 23 05:32:02 +0000 2018,New York Times,97,0.2,0.8,0.0
0.5859,Sat Jun 23 05:02:04 +0000 2018,New York Times,98,0.0,0.808,0.192
-0.7184,Sat Jun 23 04:32:02 +0000 2018,New York Times,99,0.25,0.75,0.0
-0.1027,Sat Jun 23 04:02:02 +0000 2018,New York Times,100,0.147,0.733,0.12
